,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
1249,52021,8,1,1169700.0,,3820600.0,3266.0,6.2,27.7,395.6,0.6
1250,52021,9,1,65200.0,,147400.0,2261.0,6.2,27.7,395.6,0.6
1251,62021,1,1,21100.0,,155200.0,7355.0,5.0,27.9,322.8,0.6
1252,62021,2,1,152300.0,,256500.0,1684.0,5.0,27.9,322.8,0.6
1253,62021,3,1,254300.0,,270600.0,1064.0,5.0,27.9,322.8,0.6
1254,62021,4,1,1600.0,,2000.0,1250.0,5.0,27.9,322.8,0.6
1255,62021,5,1,372000.0,,3103900.0,8344.0,5.0,27.9,322.8,0.6
1256,62021,6,1,2519400.0,,9821100.0,3898.0,5.0,27.9,322.8,0.6
1257,62021,7,1,5629600.0,,19873500.0,3530.0,5.0,27.9,322.8,0.6
1258,62021,8,1,1183300.0,,3870900.0,3271.0,5.0,27.9,322.8,0.6
1259,62021,9,1,65200.0,,146700.0,2250.0,5.0,27.9,322.8,0.6
1260,72021,1,1,21100.0,,155200.0,7355.0,4.0,11.0,288.2,0.6
1261,72021,2,1,152600.0,,257000.0,1684.0,4.0,11.0,288.2,0.6
1262,72021,3,1,271200.0,,282300.0,1041.0,4.0,11.0,288.2,0.6
1263,72021,4,1,1600.0,,1200.0,750.0,4.0,11.0,288.2,0.6
1264,72021,5,1,370600.0,,3803700.0,10264.0,4.0,11.0,288.2,0.6
1265,72021,6,1,2505800.0,,6110100.0,2438.0,4.0,11.0,288.2,0.6
1266,72021,7,1,5634900.0,,19894400.0,3531.0,4.0,11.0,288.2,0.6
1267,72021,8,1,1192800.0,,3887600.0,3259.0,4.0,11.0,288.2,0.6
1268,72021,9,1,65200.0,,146700.0,2250.0,4.0,11.0,288.2,0.6
1269,82021,1,1,21100.0,,155800.0,7384.0,5.9,20.5,323.0,0.7
1270,82021,2,1,152600.0,,257000.0,1684.0,5.9,20.5,323.0,0.7
1271,82021,3,1,272300.0,,286000.0,1050.0,5.9,20.5,323.0,0.7
1272,82021,4,1,1600.0,,1100.0,688.0,5.9,20.5,323.0,0.7
1273,82021,5,1,372500.0,,3115200.0,8363.0,5.9,20.5,323.0,0.7
1274,82021,6,1,2518100.0,,5923700.0,2352.0,5.9,20.5,323.0,0.7
1275,82021,7,1,5629100.0,,19854400.0,3527.0,5.9,20.5,323.0,0.7
1276,82021,8,1,1213000.0,,3721400.0,3068.0,5.9,20.5,323.0,0.7
1277,82021,9,1,65300.0,,146700.0,2247.0,5.9,20.5,323.0,0.7
1278,92021,1,1,21100.0,,156000.0,7393.0,6.8,20.9,322.0,0.7
1279,92021,2,1,152600.0,,257000.0,1684.0,6.8,20.9,322.0,0.7
1280,92021,3,1,272300.0,,286000.0,1050.0,6.8,20.9,322.0,0.7
1281,92021,4,1,1600.0,,1200.0,750.0,6.8,20.9,322.0,0.7
1282,92021,5,1,372500.0,,3115200.0,8363.0,6.8,20.9,322.0,0.7
1283,92021,6,1,2518100.0,,5526500.0,2195.0,6.8,20.9,322.0,0.7
1284,92021,7,1,5629100.0,,19853900.0,3527.0,6.8,20.9,322.0,0.7
1285,92021,8,1,1210000.0,,3528400.0,2916.0,6.8,20.9,322.0,0.7
1286,92021,9,1,65300.0,,146700.0,2247.0,6.8,20.9,322.0,0.7
1287,102021,1,1,21100.0,,156000.0,7393.0,7.1,71.1,319.6,0.9
1288,102021,2,1,152600.0,,257000.0,1684.0,7.1,71.1,319.6,0.9
1289,102021,3,1,272300.0,,286000.0,1050.0,7.1,71.1,319.6,0.9
1290,102021,4,1,1500.0,,1100.0,733.0,7.1,71.1,319.6,0.9
1291,102021,5,1,372500.0,,3115200.0,8363.0,7.1,71.1,319.6,0.9
1292,102021,6,1,2517800.0,,5796200.0,2302.0,7.1,71.1,319.6,0.9
1293,102021,7,1,5629100.0,,19853900.0,3527.0,7.1,71.1,319.6,0.9
1294,102021,8,1,1213100.0,,3239400.0,2670.0,7.1,71.1,319.6,0.9
1295,102021,9,1,65300.0,,146700.0,2247.0,7.1,71.1,319.6,0.9
1296,112021,1,1,21000.0,,152500.0,7262.0,11.1,24.3,469.4,1.0
1297,112021,2,1,152600.0,,257000.0,1684.0,11.1,24.3,469.4,1.0
1298,112021,3,1,272300.0,,286000.0,1050.0,11.1,24.3,469.4,1.0
1299,112021,4,1,1500.0,,1100.0,733.0,11.1,24.3,469.4,1.0
1300,112021,5,1,372700.0,,3116800.0,8363.0,11.1,24.3,469.4,1.0
1301,112021,6,1,2515100.0,,5751400.0,2287.0,11.1,24.3,469.4,1.0
1302,112021,7,1,5629000.0,,19854000.0,3527.0,11.1,24.3,469.4,1.0
1303,112021,8,1,1215500.0,,3212200.0,2643.0,11.1,24.3,469.4,1.0
1304,112021,9,1,65300.0,,146700.0,2247.0,11.1,24.3,469.4,1.0
1305,122021,1,1,21000.0,,152500.0,7262.0,13.6,18.2,541.7,0.9
1306,122021,2,1,152600.0,,257000.0,1684.0,13.6,18.2,541.7,0.9
1307,122021,3,1,272300.0,,286000.0,1050.0,13.6,18.2,541.7,0.9
1308,122021,4,1,1500.0,,1100.0,733.0,13.6,18.2,541.7,0.9
1309,122021,5,1,372700.0,,3116800.0,8363.0,13.6,18.2,541.7,0.9
1310,122021,6,1,2515100.0,,5751400.0,2287.0,13.6,18.2,541.7,0.9
1311,122021,7,1,5629000.0,,19854000.0,3527.0,13.6,18.2,541.7,0.9
1312,122021,8,1,1215500.0,,3212200.0,2643.0,13.6,18.2,541.7,0.9
1313,122021,9,1,65300.0,,146700.0,2247.0,13.6,18.2,541.7,0.9
1314,12022,1,1,21800.0,,152700.0,7005.0,12.7,78.0,504.8,0.9
1315,12022,2,1,141000.0,,190400.0,1350.0,12.7,78.0,504.8,0.9
1316,12022,3,1,263300.0,,519600.0,1973.0,12.7,78.0,504.8,0.9
1317,12022,4,1,1500.0,,1100.0,733.0,12.7,78.0,504.8,0.9
1318,12022,5,1,437500.0,,2726600.0,6232.0,12.7,78.0,504.8,0.9
1319,12022,6,1,2576300.0,,15195300.0,5898.0,12.7,78.0,504.8,0.9
1320,12022,7,1,5728800.0,,13165100.0,2298.0,12.7,78.0,504.8,0.9
1321,12022,8,1,1224300.0,,3223500.0,2633.0,12.7,78.0,504.8,0.9
1322,12022,9,1,69700.0,,151500.0,2174.0,12.7,78.0,504.8,0.9
1323,22022,1,1,21600.0,,153200.0,7093.0,11.7,35.1,505.6,0.8
1324,22022,2,1,140900.0,,185800.0,1319.0,11.7,35.1,505.6,0.8
1325,22022,3,1,271800.0,,537000.0,1976.0,11.7,35.1,505.6,0.8
1326,22022,4,1,1500.0,,1100.0,733.0,11.7,35.1,505.6,0.8
1327,22022,5,1,434200.0,,2764600.0,6367.0,11.7,35.1,505.6,0.8
1328,22022,6,1,2632000.0,,15541400.0,5905.0,11.7,35.1,505.6,0.8
1329,22022,7,1,5691600.0,,11764900.0,2067.0,11.7,35.1,505.6,0.8
1330,22022,8,1,1224200.0,,3224100.0,2634.0,11.7,35.1,505.6,0.8
1331,22022,9,1,69500.0,,151100.0,2174.0,11.7,35.1,505.6,0.8
1332,32022,1,1,21668.0,,140738.0,6495.0,9.6,73.4,434.0,0.7
1333,32022,2,1,139140.0,,194959.0,1401.0,9.6,73.4,434.0,0.7
1334,32022,3,1,294015.0,,585578.0,1992.0,9.6,73.4,434.0,0.7
1335,32022,4,1,1500.0,,1100.0,733.0,9.6,73.4,434.0,0.7
1336,32022,5,1,433371.0,,2892905.0,6675.0,9.6,73.4,434.0,0.7
1337,32022,6,1,2693685.0,,15709481.0,5832.0,9.6,73.4,434.0,0.7
1338,32022,7,1,5698769.0,,11702387.0,2053.0,9.6,73.4,434.0,0.7
1339,32022,8,1,1171175.0,,3871063.0,3305.0,9.6,73.4,434.0,0.7
1340,32022,9,1,69570.0,,153285.0,2203.0,9.6,73.4,434.0,0.7
1341,42022,1,1,21668.0,,140900.0,6503.0,9.8,44.5,471.6,0.7
1342,42022,2,1,139140.0,,195100.0,1402.0,9.8,44.5,471.6,0.7
1343,42022,3,1,301300.0,,604900.0,2008.0,9.8,44.5,471.6,0.7
1344,42022,4,1,1000.0,,1200.0,1200.0,9.8,44.5,471.6,0.7
1345,42022,5,1,433700.0,,2941400.0,6782.0,9.8,44.5,471.6,0.7
1346,42022,6,1,2701100.0,,16008500.0,5927.0,9.8,44.5,471.6,0.7
1347,42022,7,1,5702400.0,,11967800.0,2099.0,9.8,44.5,471.6,0.7
1348,42022,8,1,1167300.0,,3859300.0,3306.0,9.8,44.5,471.6,0.7
1349,42022,9,1,69570.0,,153285.0,2203.0,9.8,44.5,471.6,0.7
1350,52022,1,1,21668.0,,133300.0,6152.0,8.7,28.7,503.8,0.9
1351,52022,2,1,139300.0,,195600.0,1404.0,8.7,28.7,503.8,0.9
1352,52022,3,1,303300.0,,601900.0,1985.0,8.7,28.7,503.8,0.9
1353,52022,4,1,1000.0,,1200.0,1200.0,8.7,28.7,503.8,0.9
1354,52022,5,1,432900.0,,2969800.0,6860.0,8.7,28.7,503.8,0.9
1355,52022,6,1,2732700.0,,16005100.0,5857.0,8.7,28.7,503.8,0.9
1356,52022,7,1,5704200.0,,12170100.0,2134.0,8.7,28.7,503.8,0.9
1357,52022,8,1,1172600.0,,3879700.0,3309.0,8.7,28.7,503.8,0.9
1358,52022,9,1,69570.0,,154600.0,2222.0,8.7,28.7,503.8,0.9
1359,62022,1,1,21668.0,,142000.0,6553.0,7.2,22.6,363.2,0.6
1360,62022,2,1,139300.0,,195600.0,1404.0,7.2,22.6,363.2,0.6
1361,62022,3,1,318600.0,,556700.0,1747.0,7.2,22.6,363.2,0.6
1362,62022,4,1,500.0,,500.0,1000.0,7.2,22.6,363.2,0.6
1363,62022,5,1,431700.0,,2970700.0,6881.0,7.2,22.6,363.2,0.6
1364,62022,6,1,2718700.0,,15447300.0,5682.0,7.2,22.6,363.2,0.6
1365,62022,7,1,5702200.0,,12189300.0,2138.0,7.2,22.6,363.2,0.6
1366,62022,8,1,1166100.0,,3856000.0,3307.0,7.2,22.6,363.2,0.6
1367,62022,9,1,69800.0,,155100.0,2222.0,7.2,22.6,363.2,0.6
1368,72022,1,1,21668.0,,143700.0,6632.0,7.0,3.4,360.1,0.6
1369,72022,2,1,139300.0,,195600.0,1404.0,7.0,3.4,360.1,0.6
1370,72022,3,1,338300.0,,561000.0,1658.0,7.0,3.4,360.1,0.6
1371,72022,4,1,400.0,,500.0,1250.0,7.0,3.4,360.1,0.6
1372,72022,5,1,432000.0,,2973200.0,6882.0,7.0,3.4,360.1,0.6
1373,72022,6,1,2718700.0,,14659600.0,5392.0,7.0,3.4,360.1,0.6
1374,72022,7,1,5705900.0,,12218100.0,2141.0,7.0,3.4,360.1,0.6
1375,72022,8,1,1171000.0,,3901700.0,3332.0,7.0,3.4,360.1,0.6
1376,72022,9,1,69800.0,,155200.0,2223.0,7.0,3.4,360.1,0.6
1377,82022,1,1,21668.0,,143700.0,6632.0,7.1,31.1,323.9,0.7
1378,82022,2,1,139300.0,,195600.0,1404.0,7.1,31.1,323.9,0.7
1379,82022,3,1,338300.0,,560400.0,1657.0,7.1,31.1,323.9,0.7
1380,82022,4,1,400.0,,400.0,1000.0,7.1,31.1,323.9,0.7
1381,82022,5,1,432000.0,,2961900.0,6856.0,7.1,31.1,323.9,0.7
1382,82022,6,1,2717900.0,,13823400.0,5086.0,7.1,31.1,323.9,0.7
1383,82022,7,1,5720500.0,,12193600.0,2132.0,7.1,31.1,323.9,0.7
1384,82022,8,1,1175700.0,,3890800.0,3309.0,7.1,31.1,323.9,0.7
1385,82022,9,1,69800.0,,155200.0,2223.0,7.1,31.1,323.9,0.7
1386,92022,1,1,21505.0,,140900.0,6552.0,9.3,88.1,507.6,1.1
1387,92022,2,1,139300.0,,195600.0,1404.0,9.3,88.1,507.6,1.1
1388,92022,3,1,338302.0,,560385.0,1656.0,9.3,88.1,507.6,1.1
1389,92022,4,1,430.0,,447.0,1040.0,9.3,88.1,507.6,1.1
1390,92022,5,1,431470.0,,2961944.0,6865.0,9.3,88.1,507.6,1.1
1391,92022,6,1,2720531.0,,13326528.0,4899.0,9.3,88.1,507.6,1.1
1392,92022,7,1,5720696.0,,12185395.0,2130.0,9.3,88.1,507.6,1.1
1393,92022,8,1,1181126.0,,3794123.0,3212.0,9.3,88.1,507.6,1.1
1394,92022,9,1,69800.0,,155200.0,2223.0,9.3,88.1,507.6,1.1
1395,102022,1,1,21505.0,,140900.0,6552.0,11.2,180.6,542.3,1.1
1396,102022,2,1,139300.0,,195600.0,1404.0,11.2,180.6,542.3,1.1
1397,102022,3,1,338302.0,,560385.0,1656.0,11.2,180.6,542.3,1.1
1398,102022,4,1,600.0,,800.0,1333.0,11.2,180.6,542.3,1.1
1399,102022,5,1,432100.0,,2963800.0,6859.0,11.2,180.6,542.3,1.1
1400,102022,6,1,2720300.0,,13294700.0,4887.0,11.2,180.6,542.3,1.1
1401,102022,7,1,5720696.0,,12185395.0,2130.0,11.2,180.6,542.3,1.1
1402,102022,8,1,1191800.0,,3567100.0,2993.0,11.2,180.6,542.3,1.1
1403,102022,9,1,69800.0,,155200.0,2223.0,11.2,180.6,542.3,1.1
1404,112022,1,1,21505.0,,140900.0,6552.0,12.6,59.0,612.2,1.5
1405,112022,2,1,139300.0,,195600.0,1404.0,12.6,59.0,612.2,1.5
1406,112022,3,1,338302.0,,560385.0,1656.0,12.6,59.0,612.2,1.5
1407,112022,4,1,600.0,,800.0,1333.0,12.6,59.0,612.2,1.5
1408,112022,5,1,432100.0,,2963800.0,6859.0,12.6,59.0,612.2,1.5
1409,112022,6,1,2720300.0,,13294700.0,4887.0,12.6,59.0,612.2,1.5
1410,112022,7,1,5720696.0,,12185395.0,2130.0,12.6,59.0,612.2,1.5
1411,112022,8,1,1198990.0,,3386749.0,2825.0,12.6,59.0,612.2,1.5
1412,112022,9,1,69800.0,,155200.0,2223.0,12.6,59.0,612.2,1.5
1413,122022,1,1,21505.0,,140900.0,6552.0,19.3,113.1,757.4,1.6
1414,122022,2,1,139300.0,,195600.0,1404.0,19.3,113.1,757.4,1.6
1415,122022,3,1,338302.0,,560385.0,1656.0,19.3,113.1,757.4,1.6
1416,122022,4,1,600.0,,800.0,1333.0,19.3,113.1,757.4,1.6
1417,122022,5,1,432100.0,,2963800.0,6859.0,19.3,113.1,757.4,1.6
1418,122022,6,1,2720300.0,,13294700.0,4887.0,19.3,113.1,757.4,1.6
1419,122022,7,1,5720696.0,,12185395.0,2130.0,19.3,113.1,757.4,1.6
1420,122022,8,1,1198990.0,,3386749.0,2825.0,19.3,113.1,757.4,1.6
1421,122022,9,1,69800.0,,155200.0,2223.0,19.3,113.1,757.4,1.6
1422,12023,1,1,20900.0,,156100.0,7469.0,17.5,126.0,685.1,1.3
1423,12023,2,1,115900.0,,195800.0,1689.0,17.5,126.0,685.1,1.3
1424,12023,3,1,302700.0,,599300.0,1980.0,17.5,126.0,685.1,1.3
1425,12023,4,1,600.0,,900.0,1500.0,17.5,126.0,685.1,1.3
1426,12023,5,1,386700.0,,3692500.0,9549.0,17.5,126.0,685.1,1.3
1427,12023,6,1,2635500.0,,15372600.0,5833.0,17.5,126.0,685.1,1.3
1428,12023,7,1,5788000.0,,20859100.0,3604.0,17.5,126.0,685.1,1.3
1429,12023,8,1,1194000.0,,3377500.0,2829.0,17.5,126.0,685.1,1.3
1430,12023,9,1,72579.0,,169985.0,2342.0,17.5,126.0,685.1,1.3
1431,22023,1,1,20900.0,,156100.0,7469.0,17.0,132.1,722.2,1.3
1432,22023,2,1,114965.0,,193269.0,1681.0,17.0,132.1,722.2,1.3
1433,22023,3,1,301725.0,,599004.0,1985.0,17.0,132.1,722.2,1.3
1434,22023,4,1,600.0,,900.0,1500.0,17.0,132.1,722.2,1.3
1435,22023,5,1,386485.0,,3696422.0,9564.0,17.0,132.1,722.2,1.3
1436,22023,6,1,2636960.0,,15384664.0,5834.0,17.0,132.1,722.2,1.3
1437,22023,7,1,5803749.0,,21036197.0,3625.0,17.0,132.1,722.2,1.3
1438,22023,8,1,1194000.0,,3377500.0,2829.0,17.0,132.1,722.2,1.3
1439,22023,9,1,71966.0,,170042.0,2363.0,17.0,132.1,722.2,1.3
1440,32023,1,1,21000.0,,157300.0,7490.0,17.8,96.9,723.1,1.3
1441,32023,2,1,114965.0,,197400.0,1717.0,17.8,96.9,723.1,1.3
1442,32023,3,1,295900.0,,588800.0,1990.0,17.8,96.9,723.1,1.3
1443,32023,4,1,300.0,,400.0,1333.0,17.8,96.9,723.1,1.3
1444,32023,5,1,387200.0,,3758800.0,9708.0,17.8,96.9,723.1,1.3
1445,32023,6,1,2515900.0,,14693400.0,5840.0,17.8,96.9,723.1,1.3
1446,32023,7,1,5816700.0,,22322000.0,3838.0,17.8,96.9,723.1,1.3
1447,32023,8,1,1362200.0,,4498800.0,3303.0,17.8,96.9,723.1,1.3
1448,32023,9,1,71966.0,,171500.0,2383.0,17.8,96.9,723.1,1.3
1449,42023,1,1,21000.0,,157400.0,7495.0,14.5,94.8,688.8,1.2
1450,42023,2,1,114965.0,,197600.0,1719.0,14.5,94.8,688.8,1.2
1451,42023,3,1,296900.0,,592100.0,1994.0,14.5,94.8,688.8,1.2
1452,42023,4,1,900.0,,1900.0,2111.0,14.5,94.8,688.8,1.2
1453,42023,5,1,385800.0,,3793000.0,9832.0,14.5,94.8,688.8,1.2
1454,42023,6,1,2465200.0,,14421000.0,5850.0,14.5,94.8,688.8,1.2
1455,42023,7,1,5815800.0,,22517400.0,3872.0,14.5,94.8,688.8,1.2
1456,42023,8,1,1361600.0,,4484500.0,3294.0,14.5,94.8,688.8,1.2
1457,42023,9,1,71966.0,,171500.0,2383.0,14.5,94.8,688.8,1.2
1458,52023,1,1,21000.0,,160300.0,7633.0,15.3,37.3,800.3,1.2
1459,52023,2,1,115400.0,,198200.0,1718.0,15.3,37.3,800.3,1.2
1460,52023,3,1,299100.0,,553500.0,1851.0,15.3,37.3,800.3,1.2
1461,52023,4,1,900.0,,1900.0,2111.0,15.3,37.3,800.3,1.2
1462,52023,5,1,385300.0,,3827500.0,9934.0,15.3,37.3,800.3,1.2
1463,52023,6,1,2426000.0,,14127800.0,5823.0,15.3,37.3,800.3,1.2
1464,52023,7,1,5832400.0,,22479100.0,3854.0,15.3,37.3,800.3,1.2
1465,52023,8,1,1380800.0,,4548400.0,3294.0,15.3,37.3,800.3,1.2
1466,52023,9,1,71966.0,,171500.0,2383.0,15.3,37.3,800.3,1.2
1467,62023,1,1,21000.0,,160300.0,7633.0,13.0,55.6,764.0,1.3
1468,62023,2,1,115400.0,,198200.0,1718.0,13.0,55.6,764.0,1.3
1469,62023,3,1,299100.0,,553500.0,1851.0,13.0,55.6,764.0,1.3
1470,62023,4,1,900.0,,1900.0,2111.0,13.0,55.6,764.0,1.3
1471,62023,5,1,385300.0,,3827500.0,9934.0,13.0,55.6,764.0,1.3
1472,62023,6,1,2426000.0,,14127800.0,5823.0,13.0,55.6,764.0,1.3
1473,62023,7,1,5832400.0,,22479100.0,3854.0,13.0,55.6,764.0,1.3
1474,62023,8,1,1380800.0,,4548400.0,3294.0,13.0,55.6,764.0,1.3
1475,62023,9,1,71966.0,,171500.0,2383.0,13.0,55.6,764.0,1.3
1476,72023,1,1,21000.0,,160500.0,7643.0,13.7,59.5,763.8,1.5
1477,72023,2,1,115900.0,,199000.0,1717.0,13.7,59.5,763.8,1.5
1478,72023,3,1,288600.0,,496000.0,1719.0,13.7,59.5,763.8,1.5
1479,72023,4,1,800.0,,1500.0,1875.0,13.7,59.5,763.8,1.5
1480,72023,5,1,384700.0,,3817800.0,9924.0,13.7,59.5,763.8,1.5
1481,72023,6,1,2415300.0,,13971700.0,5785.0,13.7,59.5,763.8,1.5
1482,72023,7,1,5834700.0,,22544500.0,3864.0,13.7,59.5,763.8,1.5
1483,72023,8,1,1396300.0,,4577100.0,3278.0,13.7,59.5,763.8,1.5
1484,72023,9,1,71966.0,,171500.0,2383.0,13.7,59.5,763.8,1.5
1485,82023,1,1,21200.0,,162000.0,7642.0,14.6,58.7,688.8,1.4
1486,82023,2,1,115900.0,,199000.0,1717.0,14.6,58.7,688.8,1.4
1487,82023,3,1,287700.0,,464800.0,1616.0,14.6,58.7,688.8,1.4
1488,82023,4,1,900.0,,1600.0,1778.0,14.6,58.7,688.8,1.4
1489,82023,5,1,379100.0,,3786800.0,9989.0,14.6,58.7,688.8,1.4
1490,82023,6,1,2374700.0,,13981300.0,5888.0,14.6,58.7,688.8,1.4
1491,82023,7,1,5841400.0,,22544900.0,3860.0,14.6,58.7,688.8,1.4
1492,82023,8,1,1409900.0,,4493200.0,3187.0,14.6,58.7,688.8,1.4
1493,82023,9,1,71966.0,,171500.0,2383.0,14.6,58.7,688.8,1.4
1494,92023,1,1,20600.0,,156200.0,7583.0,18.1,78.0,793.8,1.8
1495,92023,2,1,115900.0,,199000.0,1717.0,18.1,78.0,793.8,1.8
1496,92023,3,1,294900.0,,478200.0,1622.0,18.1,78.0,793.8,1.8
1497,92023,4,1,800.0,,1400.0,1750.0,18.1,78.0,793.8,1.8
1498,92023,5,1,379100.0,,3784700.0,9983.0,18.1,78.0,793.8,1.8
1499,92023,6,1,2377800.0,,14072500.0,5918.0,18.1,78.0,793.8,1.8
1500,92023,7,1,5832500.0,,22505600.0,3859.0,18.1,78.0,793.8,1.8
1501,92023,8,1,1408400.0,,4155900.0,2951.0,18.1,78.0,793.8,1.8
1502,92023,9,1,71966.0,,171500.0,2383.0,18.1,78.0,793.8,1.8
1503,102023,1,1,20600.0,,156200.0,7583.0,15.6,247.9,685.8,1.7
1504,102023,2,1,115900.0,,199000.0,1717.0,15.6,247.9,685.8,1.7
1505,102023,3,1,294700.0,,478000.0,1622.0,15.6,247.9,685.8,1.7
1506,102023,4,1,1200.0,,1600.0,1333.0,15.6,247.9,685.8,1.7
1507,102023,5,1,379100.0,,3783500.0,9980.0,15.6,247.9,685.8,1.7
1508,102023,6,1,2383600.0,,14019200.0,5882.0,15.6,247.9,685.8,1.7
1509,102023,7,1,5831500.0,,22485000.0,3856.0,15.6,247.9,685.8,1.7
1510,102023,8,1,1412900.0,,3855200.0,2729.0,15.6,247.9,685.8,1.7
1511,102023,9,1,71966.0,,171500.0,2383.0,15.6,247.9,685.8,1.7
1512,112023,1,1,20600.0,,155200.0,7534.0,18.1,152.6,757.3,1.8
1513,112023,2,1,115900.0,,199000.0,1717.0,18.1,152.6,757.3,1.8
1514,112023,3,1,294700.0,,480500.0,1630.0,18.1,152.6,757.3,1.8
1515,112023,4,1,1200.0,,1600.0,1333.0,18.1,152.6,757.3,1.8
1516,112023,5,1,379100.0,,3783500.0,9980.0,18.1,152.6,757.3,1.8
1517,112023,6,1,2382200.0,,14013300.0,5883.0,18.1,152.6,757.3,1.8
1518,112023,7,1,5831500.0,,22511700.0,3860.0,18.1,152.6,757.3,1.8
1519,112023,8,1,1411700.0,,3652800.0,2588.0,18.1,152.6,757.3,1.8
1520,112023,9,1,71966.0,,172000.0,2390.0,18.1,152.6,757.3,1.8
1521,122023,1,1,20600.0,,156200.0,7583.0,19.3,105.6,758.0,1.5
1522,122023,2,1,115900.0,,199000.0,1717.0,19.3,105.6,758.0,1.5
1523,122023,3,1,294700.0,,480500.0,1630.0,19.3,105.6,758.0,1.5
1524,122023,4,1,1200.0,,1600.0,1333.0,19.3,105.6,758.0,1.5
1525,122023,5,1,379100.0,,3782300.0,9977.0,19.3,105.6,758.0,1.5
1526,122023,6,1,2379700.0,,14176500.0,5957.0,19.3,105.6,758.0,1.5
1527,122023,7,1,5834000.0,,22455000.0,3849.0,19.3,105.6,758.0,1.5
1528,122023,8,1,1407800.0,,3600900.0,2558.0,19.3,105.6,758.0,1.5
1529,122023,9,1,71966.0,,172000.0,2390.0,19.3,105.6,758.0,1.5
1530,12024,1,1,19500.0,,117500.0,6026.0,19.0,122.9,757.9,1.4
1531,12024,2,1,112600.0,,156400.0,1389.0,19.0,122.9,757.9,1.4
1532,12024,3,1,304800.0,,607900.0,1994.0,19.0,122.9,757.9,1.4
1533,12024,4,1,1200.0,,1800.0,1500.0,19.0,122.9,757.9,1.4
1534,12024,5,1,291500.0,,2611900.0,8960.0,19.0,122.9,757.9,1.4
1535,12024,6,1,2402500.0,,14558700.0,6060.0,19.0,122.9,757.9,1.4
1536,12024,7,1,5822300.0,,19369400.0,3327.0,19.0,122.9,757.9,1.4
1537,12024,8,1,1410000.0,,4230000.0,3000.0,19.0,122.9,757.9,1.4
1538,12024,9,1,74500.0,,144100.0,1934.0,19.0,122.9,757.9,1.4
1539,22024,1,1,19500.0,,125700.0,6446.0,18.8,102.1,724.3,1.3
1540,22024,2,1,113000.0,,167200.0,1480.0,18.8,102.1,724.3,1.3
1541,22024,3,1,347700.0,,691000.0,1987.0,18.8,102.1,724.3,1.3
1542,22024,4,1,1600.0,,2200.0,1375.0,18.8,102.1,724.3,1.3
1543,22024,5,1,296500.0,,2591500.0,8740.0,18.8,102.1,724.3,1.3
1544,22024,6,1,2414500.0,,14630600.0,6059.0,18.8,102.1,724.3,1.3
1545,22024,7,1,5813300.0,,18357900.0,3158.0,18.8,102.1,724.3,1.3
1546,22024,8,1,1407800.0,,3601300.0,2558.0,18.8,102.1,724.3,1.3
1547,22024,9,1,74300.0,,143800.0,1935.0,18.8,102.1,724.3,1.3
1548,32024,1,1,20000.0,,125500.0,6275.0,18.4,64.9,687.1,1.3
1549,32024,2,1,113100.0,,168700.0,1492.0,18.4,64.9,687.1,1.3
1550,32024,3,1,391400.0,,777200.0,1986.0,18.4,64.9,687.1,1.3
1551,32024,4,1,700.0,,700.0,1000.0,18.4,64.9,687.1,1.3
1552,32024,5,1,296700.0,,2548600.0,8590.0,18.4,64.9,687.1,1.3
1553,32024,6,1,2426600.0,,14221900.0,5861.0,18.4,64.9,687.1,1.3
1554,32024,7,1,5815700.0,,18449100.0,3172.0,18.4,64.9,687.1,1.3
1555,32024,8,1,1174900.0,,3913600.0,3331.0,18.4,64.9,687.1,1.3
1556,32024,9,1,74600.0,,144400.0,1936.0,18.4,64.9,687.1,1.3
1557,42024,1,1,19000.0,,126600.0,6663.0,16.3,101.4,687.7,1.2
1558,42024,2,1,113800.0,,171600.0,1508.0,16.3,101.4,687.7,1.2
1559,42024,3,1,402200.0,,774000.0,1924.0,16.3,101.4,687.7,1.2
1560,42024,4,1,700.0,,1000.0,1429.0,16.3,101.4,687.7,1.2
1561,42024,5,1,296300.0,,2526600.0,8527.0,16.3,101.4,687.7,1.2
1562,42024,6,1,2415900.0,,13531900.0,5601.0,16.3,101.4,687.7,1.2
1563,42024,7,1,5814700.0,,18474800.0,3177.0,16.3,101.4,687.7,1.2
1564,42024,8,1,1139200.0,,3795000.0,3331.0,16.3,101.4,687.7,1.2
1565,42024,9,1,74600.0,,145000.0,1944.0,16.3,101.4,687.7,1.2
1566,52024,1,1,19500.0,,129200.0,6626.0,12.7,65.1,577.2,1.1
1567,52024,2,1,113800.0,,170300.0,1496.0,12.7,65.1,577.2,1.1
1568,52024,3,1,402900.0,,646300.0,1604.0,12.7,65.1,577.2,1.1
1569,52024,4,1,700.0,,1000.0,1429.0,12.7,65.1,577.2,1.1
1570,52024,5,1,296400.0,,2552800.0,8613.0,12.7,65.1,577.2,1.1
1571,52024,6,1,2419400.0,,13226800.0,5467.0,12.7,65.1,577.2,1.1
1572,52024,7,1,5819100.0,,18512700.0,3181.0,12.7,65.1,577.2,1.1
1573,52024,8,1,1117500.0,,3713200.0,3323.0,12.7,65.1,577.2,1.1
